index,genres,popularity,movie_id,keywords,overview,title,cast,director
2148,Comedy Drama Romance Music,23.982956,243,chicago music record rock and roll record store soul,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",High Fidelity,John Cusack Iben Hjejle Todd Louiso Jack Black Lisa Bonet,Stephen Frears
2149,Horror Mystery Thriller,12.458131,6933,candy loss of sister mobile phone answering machine dying and death,"Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths.",One Missed Call,Shannyn Sossamon Edward Burns Ana Claudia Talanc\u00f3n Ray Wise Azura Skye,Eric Valette
2150,Drama Thriller,3.996392,17182,rape gun self-defense grieving parents,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",Eye for an Eye,Sally Field Kiefer Sutherland Ed Harris Beverly D'Angelo Charlayne Woodard,John Schlesinger
2151,Thriller Crime Drama,30.387754,8848,infidelity subway car dealer vault mannequin,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",The Bank Job,Jason Statham Saffron Burrows Stephen Campbell Moore Daniel Mays James Faulkner,Roger Donaldson
2152,Science Fiction Drama Romance,56.481487,38,deja vu regret jealousy amnesia dream,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",Eternal Sunshine of the Spotless Mind,Jim Carrey Kate Winslet Kirsten Dunst Mark Ruffalo Elijah Wood,Michel Gondry
2153,Comedy Romance,19.962713,38303,brother sister relationship marriage bully duringcreditsstinger,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",You Again,Kristen Bell Sigourney Weaver Betty White Kristin Chenoweth Odette Annable,Andy Fickman
2154,Action Crime Drama Thriller,18.666876,1266,police los angeles,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",Street Kings,Keanu Reeves Forest Whitaker Chris Evans Hugh Laurie Martha Higareda,David Ayer
2155,Comedy Action Science Fiction,55.964605,107985,end of the world apocalypse trilogy homage,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,The World's End,Simon Pegg Nick Frost Martin Freeman Eddie Marsan Paddy Considine,Edgar Wright
2156,Action Adventure Crime Family Mystery,5.0348,14043,california detective based on novel dream kidnapping,Intrepid teenage private eye Nancy Drew heads to Tinseltown with her father to investigate the unsolved murder of a movie star in this old-fashioned whodunit based on Carolyn Keene's popular series of books for young adults. But can the small-town girl cut through the Hollywood hype to solve the case?,Nancy Drew,Emma Roberts Josh Flitter Max Thieriot Rachael Leigh Cook Tate Donovan,Andrew Fleming
2157,Fantasy Horror Action Thriller Science Fiction,28.019226,19901,female nudity sunrise waitress experiment rain,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",Daybreakers,Ethan Hawke Sam Neill Willem Dafoe Claudia Karvan Isabel Lucas,Michael Spierig
2158,Comedy Romance,16.176976,34016,confidence romantic comedy dating insecurity airport security,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",She's Out of My League,Alice Eve Jay Baruchel Mike Vogel Krysten Ritter Debra Jo Rupp,Jim Field Smith
2159,Adventure Comedy Romance,17.237143,59860,monte carlo mistaken identity look-alike young woman texan,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,Monte Carlo,Selena Gomez Katie Cassidy Cory Monteith Leighton Meester Andie MacDowell,Thomas Bezucha
2160,Horror Thriller,4.34503,10069,video game hacker virtual reality virtual fight baroness,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.",Stay Alive,Jon Foster Samaire Armstrong Frankie Muniz Jimmi Simpson Wendell Pierce,William Brent Bell
2161,Romance Action Adventure Western Drama,11.360997,9588,australian chase,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",Quigley Down Under,Tom Selleck Laura San Giacomo Alan Rickman Chris Haywood Ron Haddrick,Simon Wincer
2162,Family Animation,12.300789,12819,wolf arranged marriage forbidden love road trip park,"Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while.",Alpha and Omega,Hayden Panettiere Justin Long Dennis Hopper Christina Ricci Danny Glover,Ben Gluck
2163,Action Adventure Fantasy Horror Science Fiction,15.804814,9954,magic male friendship college supernatural powers teenager,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,The Covenant,Steven Strait Laura Ramsey Jessica Lucas Taylor Kitsch Chace Crawford,Renny Harlin
2164,Comedy Drama,9.750557,10115,gymnastics trainer puberty training sport,"Haley is a naturally gifted athlete but, with her social behavior, the teen seems intent on squandering her abilities. After a final brush with the law, a judge sentences her to an elite gymnastics academy run by a legendary, hard-nosed coach. Once there, Haley's rebellious attitude wins her both friends and enemies.",Stick It,Jeff Bridges Missy Peregrym Vanessa Lengies Maddy Curley Nikki SooHoo,Jessica Bendinger
2165,Comedy Family,4.100942,25132,,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",Shorts,Jimmy Bennett Kat Dennings Jolie Vanier William H. Macy James Spader,Robert Rodriguez
2166,Fantasy Drama Comedy Thriller,12.309715,577,adultery winter obsession television new hampshire,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",To Die For,Nicole Kidman Matt Dillon Joaquin Phoenix Casey Affleck Illeana Douglas,Gus Van Sant
2167,Mystery Adventure Crime,62.933899,328387,based on novel technology internet hacking teenager,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",Nerve,Emma Roberts Dave Franco Emily Meade Miles Heizer Juliette Lewis,Henry Joost
2168,Drama Western Crime,16.074397,12690,small town rancher,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,Appaloosa,Viggo Mortensen Ed Harris Ren\u00e9e Zellweger Jeremy Irons Timothy Spall,Ed Harris
2169,Action Drama Fantasy Horror Thriller,17.016284,9945,based on novel new mexico party vampire hunter revenge,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,Vampires,James Woods Daniel Baldwin Sheryl Lee Thomas Ian Griffith Maximilian Schell,John Carpenter
2170,Drama Horror Thriller,93.067866,539,hotel clerk arizona shower rain,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",Psycho,Anthony Perkins Vera Miles John Gavin Janet Leigh Martin Balsam,Alfred Hitchcock
2171,Romance Comedy,17.145287,13596,date sex bar test friendship,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",My Best Friend's Girl,Dane Cook Kate Hudson Alec Baldwin Jason Biggs Diora Baird,Howard Deutch
2172,Drama Romance,27.256849,226857,teenage romance,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,Endless Love,Alex Pettyfer Gabriella Wilde Robert Patrick Rhys Wakefield Emma Rigby,Shana Feste
2173,Comedy Drama Romance,7.878177,13159,grandmother granddaughter relationship promiscuity mother daughter relationship summer teenager,"Georgia Rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.",Georgia Rule,Jane Fonda Lindsay Lohan Felicity Huffman Dermot Mulroney Cary Elwes,Garry Marshall
2174,Comedy,0.173964,47941,,"In World War II era Los Angeles, the manager of the Culver Hotel leaves his nephew in charge for a weekend. The nephew changes the name to the Hotel Rainbow and overbooks with royalty, assassins, secret agents, Japanese tourists, and munchkins (from the cast of _Wizard of Oz, The (1939)_ ). Secret Service agent Bruce Thorpe and casting director Annie Clark find romance amidst the intrigue and confusion.",Under the Rainbow,Chevy Chase Carrie Fisher Eve Arden Joseph Maher Robert Donner,Steve Rash
2175,Adventure Drama Fantasy Romance,14.370111,526,moon monk swordplay bishop cathedral,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",Ladyhawke,Matthew Broderick Rutger Hauer Michelle Pfeiffer Alfred Molina John Wood,Richard Donner
2176,Comedy Drama Family,11.090254,22796,illegitimate son,"Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen.",Simon Birch,Jim Carrey Ashley Judd Ian Michael Smith Joseph Mazzello Oliver Platt,Mark Steven Johnson
2177,Drama,20.82778,2355,confidence trauma leaving one's family childhood memory airplane,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,Reign Over Me,Adam Sandler Don Cheadle Jada Pinkett Smith Liv Tyler Saffron Burrows,Mike Binder
2178,Adventure Drama,43.644978,5915,male nudity parents kids relationship camping cutting the cord self-discovery,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",Into the Wild,Emile Hirsch Marcia Gay Harden William Hurt Jena Malone Brian H. Dierker,Sean Penn
2179,Comedy Drama Romance,8.244324,9842,date competition lovesickness mentor traffic policeman,"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",School for Scoundrels,Billy Bob Thornton Jon Heder Jacinda Barrett Sarah Silverman Michael Clarke Duncan,Todd Phillips
2180,Thriller Horror Mystery,23.292761,61012,female protagonist another dimension based on video game mall occult ritual,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",Silent Hill: Revelation 3D,Adelaide Clemens Kit Harington Sean Bean Carrie-Anne Moss Radha Mitchell,Michael J. Bassett
2181,Horror Action Thriller Crime,64.181668,755,dancing brother brother relationship sexual obsession showdown sheriff,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",From Dusk Till Dawn,George Clooney Quentin Tarantino Harvey Keitel Juliette Lewis Ernest Liu,Robert Rodriguez
2182,Animation Family,9.03154,13682,,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",Pooh's Heffalump Movie,Jim Cummings John Fiedler Nikita Hopkins Kath Soucie Ken Sansom,Frank Nissen
2183,Comedy Drama Romance,4.031585,9089,baltimore thanksgiving family clan family conflict generations conflict,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",Home for the Holidays,Holly Hunter Robert Downey Jr. Anne Bancroft Charles Durning Claire Danes,Jodie Foster
2184,Action Comedy Crime Fantasy,13.658985,9470,kung fu magic mafia defense gangster,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",Kung Fu Hustle,Stephen Chow Yuen Wah Yuen Qiu Lam Tze-Chung Huang Sheng-Yi,Stephen Chow
2185,Adventure Comedy Family,6.908351,18357,human animal relationship musical clowning bear social satire,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",The Country Bears,Haley Joel Osment Diedrich Bader Candy Ford James Gammon Brad Garrett,Peter Hastings
2186,Drama,10.446722,7979,1970s afghanistan hang gliding war in afghanistan taliban,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",The Kite Runner,Khalid Abdalla Atossa Leoni Shaun Toub Zekeria Ebrahimi Ahmad Khan Mahmoodzada,Marc Forster
2187,Drama Crime Thriller,32.243357,470,life and death transplantation suicide attempt desperation loss of family,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",21 Grams,Sean Penn Naomi Watts Benicio del Toro Danny Huston Carly Nahon,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
2188,Action Drama Thriller,9.149089,15644,independent film,A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,Paparazzi,Cole Hauser Robin Tunney Dennis Farina Daniel Baldwin Tom Sizemore,Paul Abascal
2189,Comedy Romance,5.596835,9582,infidelity bachelor blackmail fantasy truth,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",A Guy Thing,Jason Lee Julia Stiles Selma Blair James Brolin Shawn Hatosy,Chris Koch
2190,Drama Comedy Romance Family,5.214408,10642,college lost and found older brother younger sister woman director young adult,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.",Loser,Jason Biggs Mena Suvari Zak Orth Thomas Sadoski Jimmi Simpson,Amy Heckerling
2191,Documentary,10.50098,22074,usa capitalism capitalist wall street criticism and blame,"Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).",Capitalism: A Love Story,Michael Moore Thora Birch William Black Elijah Cummings Baron Hill,Michael Moore
2192,Drama History,3.011205,2428,jesus christ biography epic,All-star epic retelling of Christ's life.,The Greatest Story Ever Told,Max von Sydow Michael Anderson Jr. Carroll Baker Ina Balin Victor Buono,George Stevens
2193,Crime Drama Mystery,15.012237,290751,fbi missing child,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",Secret in Their Eyes,Chiwetel Ejiofor Nicole Kidman Julia Roberts Dean Norris Lyndon Smith,Billy Ray
2194,Action Comedy,16.238961,13805,natural disaster violence mortal danger duringcreditsstinger,"In DISASTER MOVIE, the filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.",Disaster Movie,Matt Lanter Vanessa Lachey Nicole Ari Parker Crista Flanagan Gary 'G. Thang' Johnson,Jason Friedberg
2195,Action Crime Drama Thriller,15.21229,4597,robbery homeless person bank armored car truck,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",Armored,Columbus Short Laurence Fishburne Skeet Ulrich Amaury Nolasco Matt Dillon,Nimr\u00f3d Antal
2196,Comedy Thriller Crime Action,6.397042,9414,london england bomb brother brother relationship helicopter based on novel,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",The Man Who Knew Too Little,Bill Murray Peter Gallagher Joanne Whalley Alfred Molina Richard Wilson,Jon Amiel
2197,Comedy Romance,19.220789,63492,based on novel loser magazine womanizer mission,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",What's Your Number?,Chris Evans Anna Faris Martin Freeman Chris Pratt Ari Graynor,Mark Mylod
2198,Action Thriller Science Fiction,35.232278,81796,usa president anti hero dementia future space,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",Lockout,Guy Pearce Maggie Grace Joseph Gilgun Lennie James Peter Stormare,Stephen St. Leger
2199,Comedy,9.842771,10710,jealousy inventor neighbor best friend milliionaire,A man becomes increasingly jealous of his friend's newfound success.,Envy,Ben Stiller Jack Black Rachel Weisz Christopher Walken Amy Poehler,Barry Levinson
2200,Action Thriller Crime,35.542809,15092,female nudity prostitute horse race heart strip club,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,Crank: High Voltage,Jason Statham Amy Smart Dwight Yoakam Efren Ramirez Julanne Chidi Hill,Brian Taylor
2201,Action Comedy Thriller,7.829295,11382,lover (female) talent mafia boss author,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",Bullets Over Broadway,John Cusack Dianne Wiest Jennifer Tilly Chazz Palminteri Mary-Louise Parker,Woody Allen
2202,Drama,3.476925,15005,based on novel persia queen esther,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",One Night with the King,Tiffany Dupont Peter O'Toole Luke Goss John Noble Omar Sharif,Michael O. Sajbel
2203,Drama Action Thriller Romance,5.133744,8198,terror journalist lover (female) saigon indochina,"A stylish political thriller where love and war collide in Southeast Asia. Set in early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems.",The Quiet American,Michael Caine Brendan Fraser \u0110\u1ed7 Th\u1ecb H\u1ea3i Y\u1ebfn Tzi Ma Rade Serbedzija,Phillip Noyce
2204,Comedy Drama,14.031377,6963,new york chicago midlife crisis television daughter,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",The Weather Man,Nicolas Cage Michael Caine Hope Davis Gemmenne de la Pe\u00f1a Nicholas Hoult,Gore Verbinski
2205,Action Adventure Drama Thriller,17.227376,15070,sport,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",Undisputed,Wesley Snipes Ving Rhames Peter Falk Michael Rooker Jon Seda,Walter Hill
2206,Comedy Fantasy Romance,17.98817,12797,dying and death misanthrope lecture cardiopulmonery resuscitation,"Dentist, Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.",Ghost Town,Ricky Gervais Greg Kinnear T\u00e9a Leoni Billy Campbell Jordan Carlos,David Koepp
2207,Action Adventure Drama Thriller,15.66135,17134,police cops cat and mouse family revenge drama,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",12 Rounds,John Cena Aidan Gillen Ashley Scott Steve Harris Brian J. White,Renny Harlin
2208,Drama Horror Mystery,19.705311,41402,vampire child vampire remake bully young boy,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,Let Me In,Kodi Smit-McPhee Chlo\u00eb Grace Moretz Richard Jenkins Elias Koteas Sasha Barrese,Matt Reeves
2209,Adventure Action Comedy Family,2.645722,18885,underdog hero friendship treasure hunt friends,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",3 Ninjas Kick Back,Victor Wong Max Elliott Slade Sean Fox J. Evan Bonifant Caroline Junko King,Charles T. Kanganis
2210,Drama Comedy,17.662683,4953,camcorder videoband delusion nuclear power plant video store,"A man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. In order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films.",Be Kind Rewind,Jack Black Yasiin Bey Danny Glover Mia Farrow Marcus Carl Franklin,Michel Gondry
2211,Comedy Drama,2.894154,10773,world war ii widow musical theatre milieu nacktrevue,"Eccentric 70-year-old widow purchases the Windmill Theatre in London as a post-widowhood hobby. After starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. Mrs Henderson suggests they add female nudity similar to the Moulin Rouge in Paris",Mrs Henderson Presents,Judi Dench Bob Hoskins Will Young Christopher Guest Kelly Reilly,Stephen Frears
2212,Action Thriller,29.371987,146198,heist betrayal dirty cop,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,Triple 9,Casey Affleck Chiwetel Ejiofor Woody Harrelson Kate Winslet Anthony Mackie,John Hillcoat
2213,Comedy Drama,11.352693,2639,new york writer's block insanity independent film author,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",Deconstructing Harry,Woody Allen Kirstie Alley Billy Crystal Judy Davis Caroline Aaron,Woody Allen
2214,Comedy Romance,7.553773,10563,gay dance architect artist tango,Oscar and Peter land a career-making opportunity when a Chicago tycoon chooses them to compete for the design of a cultural center. The tycoon mistakenly believes that Oscar is gay and has him spy on his mistress Amy. Oscar goes along with it and ends up falling in love with Amy.,Three to Tango,Matthew Perry Neve Campbell Dylan McDermott Oliver Platt Cylk Cozart,Damon Santostefano
2215,Drama,30.477114,295964,london england cook restaurant diva career,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",Burnt,Bradley Cooper Sienna Miller Lily James Alicia Vikander Uma Thurman,John Wells
2216,Comedy Crime Drama,9.927018,5971,prison prisoner independent film,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,We're No Angels,Robert De Niro Sean Penn Demi Moore Hoyt Axton Bruno Kirby,Neil Jordan
2217,Music Comedy Romance,12.379781,9716,paris venice adultery robbery lovesickness,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,Everyone Says I Love You,Drew Barrymore Diva Gray Natasha Lyonne Edward Norton Woody Allen,Woody Allen
2218,Action Crime Drama Thriller,12.643703,11835,loss of son repayment revenge murder gang,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",Death Sentence,Kevin Bacon Garrett Hedlund Kelly Preston Jordan Garrett John Goodman,James Wan
2219,Drama,15.440465,26171,family relationships doctor retired visit widower,"Eight months after the death of his wife, Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute, Frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. As he visits each one in turn, Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.",Everybody's Fine,Robert De Niro Drew Barrymore Kate Beckinsale Sam Rockwell Melissa Leo,Kirk Jones
